seq_len,baseline,dsl_baseline,"streaming, tile=128","tiled, tile=128"
128,0.17571133336484,0.1783989999921686,0.275216666674775,0.2467690000003131
256,0.276830666659104,0.5349916666925006,0.3548563333121516,0.3263710000283026
512,0.382688666680527,0.6128776666779837,0.7959379999723145,0.8110100000067177
1024,1.1891073333648212,1.186909666671454,2.142588666667204,2.120819333337446
